,Churn,Tenure,PreferedOrderCat,Complain,CashbackAmount,DaySinceLastOrder,SatisfactionScore,Gender,MaritalStatus
1139,0,28.0,Others,0,290.38,0.0,5,Male,Married
1140,0,6.0,Laptop & Accessory,0,130.55,7.0,4,Male,Married
1141,0,10.189899366380917,Mobile,0,122.88999999999999,4.0,5,Male,Married
1142,0,7.0,Laptop & Accessory,1,140.01,7.0,3,Male,Married
1143,0,26.0,Grocery,1,229.64999999999998,4.543490512868683,3,Female,Married
1144,0,16.0,Mobile,0,135.39,8.0,1,Male,Single
1145,0,7.0,Laptop & Accessory,0,160.29,2.0,1,Female,Single
1146,1,0.0,Mobile,0,126.78999999999999,0.0,4,Male,Single
1147,0,11.0,Mobile Phone,0,137.02,4.0,3,Female,Married
1148,1,0.0,Mobile,1,123.97999999999999,0.0,5,Female,Married
1149,0,4.0,Laptop & Accessory,0,154.68,7.0,1,Female,Married
1150,0,24.0,Fashion,0,231.16000000000003,4.543490512868683,3,Female,Married
1151,0,10.0,Laptop & Accessory,0,141.89,3.0,4,Male,Married
1152,0,19.0,Others,1,293.28,2.0,1,Male,Married
1153,0,9.0,Fashion,1,183.21,7.0,5,Male,Married
1154,1,7.0,Mobile,1,123.41999999999999,3.0,4,Male,Married
1155,0,10.0,Laptop & Accessory,0,140.71,7.0,4,Male,Married
1156,1,0.0,Laptop & Accessory,1,158.13,7.0,1,Male,Single
1157,0,6.0,Mobile,0,131.43,6.0,5,Male,Married
1158,0,10.189899366380917,Mobile,0,120.44,3.0,1,Male,Married
1159,0,12.0,Fashion,0,234.64,2.0,3,Male,Single
1160,0,19.0,Laptop & Accessory,0,179.91,2.0,4,Male,Single
1161,0,13.0,Mobile,0,133.77,2.0,5,Female,Married
1162,0,15.0,Laptop & Accessory,0,155.38,0.0,5,Male,Married
1163,0,8.0,Laptop & Accessory,0,157.62,7.0,1,Male,Married
1164,0,11.0,Mobile,0,125.91999999999999,8.0,4,Male,Married
1165,1,0.0,Laptop & Accessory,0,153.46,7.0,5,Male,Married
1166,1,0.0,Laptop & Accessory,0,142.13,8.0,5,Male,Single
1167,0,12.0,Laptop & Accessory,0,141.27,2.0,1,Male,Married
1168,0,16.0,Mobile,0,124.38,2.0,3,Male,Single
1169,0,14.0,Laptop & Accessory,0,168.7,2.0,4,Male,Single
1170,0,14.0,Fashion,1,204.47,5.0,3,Female,Married
1171,0,3.0,Fashion,0,196.67,2.0,3,Female,Single
1172,1,10.189899366380917,Mobile,1,121.47999999999999,4.0,4,Female,Married
1173,1,9.0,Laptop & Accessory,0,189.26,7.0,4,Female,Married
1174,0,13.0,Laptop & Accessory,0,165.13,3.0,1,Female,Married
1175,0,7.0,Laptop & Accessory,0,167.99,8.0,3,Male,Married
1177,0,8.0,Mobile,0,127.05000000000001,3.0,3,Male,Married
1178,0,20.0,Fashion,1,203.33,10.0,4,Female,Married
1179,0,13.0,Laptop & Accessory,0,144.48,7.0,5,Female,Married
1180,0,27.0,Laptop & Accessory,0,168.54,7.0,1,Female,Married
1181,0,4.0,Fashion,0,196.37,2.0,5,Female,Married
1182,0,1.0,Mobile Phone,0,135.91,2.0,5,Female,Married
1183,0,11.0,Laptop & Accessory,1,154.05,3.0,1,Female,Married
1184,0,0.0,Laptop & Accessory,0,146.84,2.0,1,Male,Single
1185,0,30.0,Grocery,1,257.87,2.0,3,Male,Married
1186,0,10.189899366380917,Mobile Phone,0,115.13999999999999,0.0,3,Female,Single
1187,1,0.0,Mobile,0,129.56,0.0,5,Male,Married
1188,1,0.0,Mobile,1,123.35,0.0,5,Male,Married
1189,0,18.0,Laptop & Accessory,0,151.54,7.0,3,Female,Married
1190,0,9.0,Laptop & Accessory,1,169.62,0.0,4,Female,Married
1191,0,16.0,Laptop & Accessory,0,156.75,7.0,1,Male,Married
1192,0,0.0,Mobile,1,123.78999999999999,2.0,1,Female,Single
1193,0,2.0,Mobile Phone,0,138.12,10.0,1,Male,Married
1194,0,5.0,Laptop & Accessory,0,146.48,0.0,1,Male,Single
1195,0,15.0,Mobile,0,129.36,3.0,3,Male,Married
1196,0,10.189899366380917,Mobile,0,121.05000000000001,0.0,3,Female,Single
1197,0,19.0,Fashion,0,185.78,7.0,1,Male,Married
1198,0,1.0,Mobile,0,127.06,2.0,1,Male,Married
1199,0,2.0,Laptop & Accessory,0,163.84,6.0,3,Male,Married
1200,0,15.0,Mobile Phone,0,139.68,0.0,3,Male,Single
1201,1,0.0,Laptop & Accessory,1,199.07,2.0,4,Male,Single
1202,0,19.0,Grocery,0,232.25,8.0,5,Female,Married
1203,0,0.0,Laptop & Accessory,0,135.4,8.0,3,Female,Married
1204,0,2.0,Mobile,0,128.04,0.0,4,Male,Married
1205,0,16.0,Others,0,293.92,14.0,3,Female,Married
1206,0,21.0,Others,0,296.65,9.0,4,Male,Married
1207,1,0.0,Mobile,1,124.38999999999999,0.0,1,Male,Single
1208,1,9.0,Fashion,0,173.14,7.0,4,Female,Married
1209,0,0.0,Mobile Phone,0,147.74,3.0,5,Female,Married
1210,0,12.0,Laptop & Accessory,0,139.02,2.0,1,Male,Married
1211,0,28.0,Mobile,0,126.62,4.0,1,Male,Married
1212,0,1.0,Mobile,0,128.56,0.0,4,Female,Married
1213,1,0.0,Mobile Phone,0,110.81,0.0,1,Male,Single
1214,1,0.0,Mobile,1,124.72,0.0,4,Male,Single
1215,0,9.0,Laptop & Accessory,1,156.73,7.0,3,Female,Married
1216,0,4.0,Laptop & Accessory,0,141.97,2.0,3,Male,Married
1217,0,7.0,Fashion,1,197.13,0.0,1,Male,Married
1218,0,10.189899366380917,Mobile,0,120.62,2.0,5,Male,Single
1219,0,10.0,Laptop & Accessory,1,142.84,4.0,5,Male,Married
1220,0,8.0,Laptop & Accessory,1,147.88,2.0,4,Female,Married
1221,0,18.0,Laptop & Accessory,0,159.06,8.0,1,Female,Married
1222,0,9.0,Laptop & Accessory,0,138.86,8.0,1,Male,Single
1223,0,13.0,Grocery,0,268.23,16.0,5,Male,Married
1224,0,0.0,Mobile,1,129.33,0.0,3,Female,Married
1225,0,0.0,Laptop & Accessory,0,165.0,7.0,3,Female,Single
1226,0,21.0,Grocery,0,271.74,7.0,1,Female,Married
1227,0,17.0,Laptop & Accessory,0,150.33,2.0,5,Male,Married
1228,1,10.189899366380917,Mobile,1,123.07,0.0,5,Male,Married
1229,1,19.0,Mobile,0,125.87,0.0,1,Male,Single
1230,0,9.0,Laptop & Accessory,0,155.07,3.0,4,Male,Married
1231,0,14.0,Laptop & Accessory,0,143.93,4.0,4,Female,Married
1232,0,15.0,Fashion,0,233.48000000000002,7.0,5,Male,Married
1233,0,4.0,Laptop & Accessory,1,165.83,4.0,1,Female,Married
1234,0,7.0,Laptop & Accessory,1,181.03,1.0,1,Female,Married
1235,0,4.0,Mobile Phone,0,139.78,2.0,3,Female,Married
1236,0,0.0,Mobile,0,125.44,7.0,1,Male,Married
1237,0,18.0,Laptop & Accessory,0,153.99,3.0,3,Male,Single
1238,0,6.0,Laptop & Accessory,0,154.87,9.0,3,Male,Single
1239,0,1.0,Laptop & Accessory,1,168.34,7.0,1,Male,Married
1240,1,0.0,Mobile Phone,0,110.91,0.0,5,Male,Single
1241,0,12.0,Laptop & Accessory,0,157.36,2.0,3,Female,Married
1242,0,10.189899366380917,Mobile,0,122.25999999999999,2.0,4,Male,Married
1243,0,7.0,Laptop & Accessory,1,157.47,11.0,1,Male,Married
1244,1,0.0,Laptop & Accessory,1,198.54,2.0,3,Female,Single
1245,0,20.0,Laptop & Accessory,0,154.67,7.0,4,Male,Married
1246,0,29.0,Laptop & Accessory,0,153.8,0.0,5,Female,Married
1247,0,12.0,Laptop & Accessory,0,151.51,9.0,5,Male,Married
1248,0,10.189899366380917,Laptop & Accessory,1,121.33000000000001,7.0,4,Female,Married
1249,0,30.0,Grocery,1,278.75,0.0,1,Female,Married
1250,1,0.0,Mobile,1,124.32,3.0,3,Female,Single
1251,0,11.0,Mobile Phone,0,147.71,3.0,1,Male,Married
1252,0,22.0,Others,0,291.61,3.0,1,Male,Married
1253,0,15.0,Laptop & Accessory,1,150.87,0.0,1,Male,Married
1254,1,0.0,Mobile,0,128.63,0.0,4,Female,Married
1256,0,10.189899366380917,Mobile,0,121.44,4.0,3,Male,Single
1257,0,4.0,Mobile,1,130.65,3.0,5,Male,Married
1258,0,9.0,Mobile,0,128.1,2.0,4,Male,Married
1259,0,7.0,Fashion,0,198.88,1.0,1,Male,Single
1260,0,7.0,Fashion,0,186.28,1.0,3,Male,Married
1261,0,0.0,Mobile,0,128.67,6.0,5,Male,Single
1262,0,2.0,Laptop & Accessory,0,153.73,2.0,5,Male,Married
1263,0,5.0,Laptop & Accessory,0,166.67,2.0,1,Female,Married
1264,0,4.0,Laptop & Accessory,0,150.03,7.0,5,Male,Married
1265,1,0.0,Mobile,0,123.66999999999999,3.0,1,Male,Married
1266,0,11.0,Mobile,0,128.58,0.0,5,Male,Single
1267,0,8.0,Laptop & Accessory,1,152.04,9.0,1,Female,Married
1268,0,0.0,Laptop & Accessory,0,141.05,7.0,1,Male,Single
1269,0,5.0,Laptop & Accessory,0,196.79,0.0,1,Male,Single
1270,1,0.0,Laptop & Accessory,1,156.17,8.0,1,Male,Married
1271,1,16.0,Fashion,1,204.48,2.0,5,Male,Single
1272,0,27.0,Laptop & Accessory,0,128.97,3.0,3,Female,Married
1273,0,6.0,Laptop & Accessory,0,159.68,8.0,3,Male,Married
1274,0,16.0,Fashion,0,175.1,9.0,3,Male,Married
1275,0,11.0,Mobile,1,129.91,2.0,4,Male,Married
1276,0,28.0,Others,1,296.36,4.0,4,Male,Married
1277,0,4.0,Mobile Phone,1,111.28999999999999,0.0,1,Female,Married
1278,0,12.0,Grocery,0,233.41000000000003,10.0,5,Male,Single
1279,0,15.0,Laptop & Accessory,0,143.32,7.0,3,Male,Single
1280,0,4.0,Fashion,0,210.31,4.543490512868683,3,Female,Married
1281,0,27.0,Laptop & Accessory,1,144.4,4.0,5,Female,Single
1282,0,0.0,Laptop & Accessory,0,146.17,2.0,3,Male,Single
1283,0,0.0,Mobile,0,126.47,4.0,1,Male,Single
1284,0,13.0,Laptop & Accessory,0,163.23,4.0,3,Female,Married
1285,0,13.0,Laptop & Accessory,0,156.77,10.0,4,Female,Married
1286,0,10.189899366380917,Mobile,0,121.87,2.0,4,Female,Married
1287,0,3.0,Mobile Phone,0,137.48,7.0,4,Male,Married
1288,0,0.0,Mobile Phone,1,139.77,2.0,3,Male,Married
1289,0,20.0,Fashion,0,186.33,11.0,3,Male,Single
1290,0,10.189899366380917,Mobile,0,120.08000000000001,0.0,3,Male,Married
1291,0,11.0,Laptop & Accessory,0,144.4,8.0,4,Male,Married
1292,0,4.0,Mobile,0,130.67,2.0,3,Male,Married
1293,0,11.0,Laptop & Accessory,0,153.21,7.0,3,Male,Married
1294,0,15.0,Laptop & Accessory,1,154.1,2.0,5,Male,Married
1295,0,14.0,Mobile,0,127.82,0.0,1,Male,Married
1296,0,20.0,Fashion,0,219.57,4.543490512868683,4,Female,Married
1297,0,8.0,Mobile,1,126.6,2.0,3,Male,Married
1298,0,0.0,Mobile,0,133.75,2.0,3,Male,Single
1299,0,8.0,Laptop & Accessory,0,150.98,8.0,3,Male,Single
1301,0,5.0,Mobile,0,128.37,1.0,4,Female,Single
1302,0,13.0,Mobile,0,124.06,0.0,1,Male,Married
1303,0,10.189899366380917,Mobile,0,122.69,2.0,4,Male,Married
1304,0,12.0,Laptop & Accessory,0,141.08,7.0,1,Male,Single
1305,0,11.0,Fashion,0,232.06,11.0,3,Female,Married
1306,0,5.0,Fashion,0,204.22,7.0,1,Female,Married
1307,0,10.0,Fashion,1,237.44,8.0,1,Female,Married
1308,0,0.0,Laptop & Accessory,1,149.07,4.0,3,Female,Married
1309,0,25.0,Mobile,0,134.82,0.0,1,Male,Married
1310,0,17.0,Mobile,1,124.36000000000001,2.0,1,Male,Single
1311,0,0.0,Mobile,1,123.80000000000001,2.0,5,Male,Single
1312,0,12.0,Others,0,294.31,3.0,1,Male,Single
1313,1,10.189899366380917,Mobile Phone,0,117.9,0.0,5,Male,Married
1314,0,9.0,Fashion,0,176.44,4.0,1,Female,Married
1315,0,9.0,Laptop & Accessory,0,151.31,2.0,4,Female,Married
1316,0,29.0,Laptop & Accessory,0,163.06,9.0,3,Male,Married
1317,1,0.0,Mobile Phone,1,147.87,2.0,1,Male,Married
1318,0,15.0,Others,0,288.8,14.0,3,Male,Married
1319,1,19.0,Mobile,0,123.38999999999999,8.0,3,Male,Married
1320,0,14.0,Grocery,0,235.7,10.0,4,Female,Married
1321,0,7.0,Laptop & Accessory,0,167.12,7.0,3,Female,Married
1322,0,9.0,Laptop & Accessory,0,154.06,11.0,1,Male,Married
1323,0,14.0,Laptop & Accessory,0,189.38,4.0,4,Male,Married
1324,0,5.0,Mobile,0,124.38999999999999,2.0,5,Male,Single
1325,0,8.0,Fashion,1,188.37,7.0,1,Female,Single
1326,0,11.0,Laptop & Accessory,0,153.43,9.0,1,Female,Married
1327,1,13.0,Laptop & Accessory,0,167.28,1.0,3,Male,Married
1328,0,9.0,Laptop & Accessory,0,166.52,0.0,1,Female,Married
1329,0,18.0,Laptop & Accessory,0,148.5,1.0,3,Female,Single
1330,0,13.0,Mobile,0,128.09,2.0,3,Male,Single
1331,0,8.0,Laptop & Accessory,1,156.89,2.0,3,Male,Married
1332,0,10.189899366380917,Mobile,0,120.00999999999999,2.0,3,Female,Married
1333,0,8.0,Mobile,0,129.77,1.0,1,Female,Married
1334,0,2.0,Laptop & Accessory,1,140.25,3.0,4,Male,Married
1335,0,2.0,Mobile Phone,0,137.85,4.0,5,Female,Single
1336,1,13.0,Fashion,1,208.54000000000002,0.0,5,Male,Married
1337,0,12.0,Grocery,0,220.31,4.543490512868683,1,Female,Married
1338,0,4.0,Laptop & Accessory,0,199.36,7.0,5,Male,Single
1339,0,0.0,Mobile,0,129.66,0.0,3,Female,Single
1340,0,9.0,Laptop & Accessory,0,125.71000000000001,3.0,1,Male,Married
1341,0,12.0,Fashion,0,199.91,7.0,5,Male,Married
1342,0,0.0,Laptop & Accessory,1,161.42,3.0,4,Male,Married
1343,0,22.0,Laptop & Accessory,0,153.9,8.0,4,Male,Married
1344,0,7.0,Laptop & Accessory,0,144.04,2.0,3,Male,Married
1345,1,4.0,Laptop & Accessory,1,159.93,5.0,1,Female,Single
1346,0,22.0,Laptop & Accessory,0,151.3,7.0,4,Male,Married
1347,1,10.189899366380917,Mobile,1,120.9,0.0,3,Male,Single
1348,0,6.0,Mobile,1,129.09,0.0,3,Female,Married
1349,0,0.0,Mobile,0,134.68,2.0,4,Male,Married
1350,0,5.0,Mobile,0,130.68,6.0,1,Male,Single
1351,0,30.0,Mobile,1,126.69999999999999,0.0,5,Female,Married
1352,0,3.0,Mobile,0,126.93,0.0,3,Male,Married
1353,0,11.0,Fashion,0,195.26,8.0,3,Male,Single
1354,0,9.0,Laptop & Accessory,0,152.37,7.0,3,Male,Married
1355,0,8.0,Mobile,0,124.25999999999999,3.0,4,Male,Married
1356,0,2.0,Laptop & Accessory,1,141.93,8.0,3,Female,Single
1357,0,4.0,Mobile,0,129.11,3.0,3,Male,Married
1358,0,7.0,Mobile,0,126.61000000000001,2.0,1,Male,Married
1359,1,10.189899366380917,Mobile,1,120.28,3.0,3,Male,Single
1360,0,2.0,Fashion,0,199.8,8.0,5,Female,Married
1361,0,5.0,Mobile,1,132.98,5.0,4,Male,Married
1362,0,0.0,Mobile,1,129.35,0.0,1,Male,Married
1363,0,26.0,Grocery,0,254.26999999999998,7.0,1,Female,Married
1364,0,11.0,Mobile Phone,1,139.44,2.0,1,Male,Single
1365,0,0.0,Laptop & Accessory,0,140.11,3.0,3,Female,Married
1366,1,0.0,Mobile,0,134.07,3.0,5,Male,Single
1367,0,7.0,Fashion,0,219.94,4.543490512868683,4,Female,Single
1368,0,10.189899366380917,Mobile Phone,0,112.32,0.0,1,Male,Single
1369,1,0.0,Mobile,0,129.6,3.0,5,Male,Single
1370,0,26.0,Others,0,290.94,8.0,3,Female,Married
1371,1,0.0,Mobile Phone,1,139.19,7.0,5,Female,Single
1372,0,15.0,Laptop & Accessory,0,168.25,2.0,4,Male,Married
1373,0,17.0,Fashion,0,202.48,17.0,1,Female,Married
1374,0,19.0,Others,0,289.47,1.0,5,Female,Single
1375,0,6.0,Mobile,0,124.96000000000001,0.0,1,Male,Single
1376,0,17.0,Laptop & Accessory,1,164.65,3.0,1,Male,Married
1377,0,10.189899366380917,Mobile,0,122.06,8.0,3,Male,Single
1378,1,10.189899366380917,Laptop & Accessory,0,120.86000000000001,0.0,1,Male,Married
1379,1,10.189899366380917,Mobile,1,122.93,0.0,1,Male,Married
1380,0,16.0,Mobile,0,126.44999999999999,4.0,3,Female,Married
1381,1,13.0,Mobile,1,126.83000000000001,2.0,3,Male,Married
1382,0,10.189899366380917,Mobile,0,120.13999999999999,2.0,1,Female,Married
1383,0,9.0,Mobile,1,134.19,0.0,5,Female,Married
1384,0,6.0,Laptop & Accessory,0,153.76,3.0,5,Female,Married
1385,0,10.189899366380917,Mobile,0,119.50999999999999,0.0,1,Male,Married
1386,0,0.0,Mobile,0,123.41,0.0,5,Female,Married
1387,1,10.189899366380917,Mobile,0,122.93,1.0,3,Male,Single
1388,0,0.0,Fashion,0,187.26,7.0,3,Male,Single
1389,0,3.0,Laptop & Accessory,0,140.11,7.0,1,Female,Single
1390,1,4.0,Others,0,295.45,8.0,3,Female,Married
1391,0,7.0,Laptop & Accessory,0,145.68,7.0,3,Male,Single
1392,0,10.0,Mobile,0,130.22,0.0,4,Male,Married
1393,0,19.0,Laptop & Accessory,1,157.72,8.0,1,Male,Single
1394,0,10.189899366380917,Mobile,0,122.69,1.0,1,Male,Married
1395,1,11.0,Fashion,1,153.81,0.0,3,Male,Single
1396,1,0.0,Mobile,1,134.41,2.0,3,Male,Single
1397,0,17.0,Laptop & Accessory,1,154.54,3.0,5,Female,Married
1398,0,8.0,Fashion,1,198.84,3.0,5,Male,Married
1399,0,0.0,Laptop & Accessory,1,141.57,0.0,1,Female,Married
1400,0,6.0,Fashion,1,234.57999999999998,12.0,1,Female,Single
1401,0,8.0,Fashion,0,190.69,8.0,5,Male,Married
1402,0,8.0,Mobile Phone,1,140.14,2.0,5,Female,Married
1403,0,4.0,Laptop & Accessory,0,159.15,7.0,1,Male,Married
1404,0,10.0,Laptop & Accessory,0,159.93,7.0,3,Male,Married
1405,0,5.0,Laptop & Accessory,1,161.62,8.0,1,Male,Married
1406,0,11.0,Laptop & Accessory,0,124.06,9.0,1,Female,Single
1407,0,23.0,Others,1,287.4,8.0,3,Female,Married
1408,0,30.0,Fashion,0,176.37,9.0,5,Female,Single
1409,0,9.0,Fashion,0,200.96,8.0,3,Female,Married
1410,0,28.0,Grocery,1,247.56,2.0,3,Female,Married
1411,0,9.0,Laptop & Accessory,0,164.99,3.0,4,Male,Single
1412,0,18.0,Fashion,0,197.24,0.0,5,Male,Married
1413,0,10.189899366380917,Mobile,0,121.94,2.0,5,Male,Married
1414,1,0.0,Mobile,1,133.88,0.0,3,Male,Married
1415,0,30.0,Laptop & Accessory,0,154.73,3.0,3,Female,Single
1416,0,2.0,Mobile,0,127.03,4.0,4,Male,Married
1417,0,4.0,Mobile,0,125.00999999999999,0.0,4,Male,Single
1418,0,5.0,Laptop & Accessory,0,162.2,9.0,4,Male,Married
1419,0,9.0,Mobile,0,130.38,0.0,1,Female,Married
1420,0,4.0,Laptop & Accessory,0,144.24,8.0,1,Female,Single
1421,0,8.0,Laptop & Accessory,0,143.12,8.0,5,Male,Single
1422,0,18.0,Fashion,1,232.45,0.0,5,Male,Married
1423,0,10.0,Fashion,0,236.64,2.0,3,Male,Single
1424,0,19.0,Laptop & Accessory,1,150.21,2.0,4,Male,Married
1425,0,3.0,Laptop & Accessory,1,151.26,0.0,1,Male,Married
1426,0,8.0,Mobile,0,128.59,4.0,3,Male,Single
1427,0,28.0,Fashion,0,202.39,0.0,1,Male,Married
1428,0,11.0,Laptop & Accessory,1,153.29,9.0,1,Female,Married
1429,0,7.0,Laptop & Accessory,0,143.25,3.0,4,Male,Married
1430,0,29.0,Fashion,0,172.6,2.0,1,Male,Single
1431,0,0.0,Mobile,0,123.22,0.0,5,Male,Married
1432,0,10.189899366380917,Mobile,0,120.75,3.0,1,Male,Married
1433,0,3.0,Laptop & Accessory,0,141.52,8.0,1,Male,Married
1434,1,9.0,Fashion,0,196.19,7.0,1,Male,Single
1435,0,13.0,Grocery,0,235.02999999999997,11.0,4,Male,Married
1436,0,24.0,Laptop & Accessory,1,154.41,0.0,1,Male,Single
1437,0,3.0,Laptop & Accessory,1,152.09,7.0,4,Female,Married
1438,0,19.0,Fashion,1,206.73000000000002,5.0,5,Male,Married
1439,0,5.0,Laptop & Accessory,0,150.1,7.0,3,Male,Single
1440,0,27.0,Fashion,0,235.49,3.0,3,Female,Married
1441,0,0.0,Laptop & Accessory,0,149.99,2.0,3,Female,Married
1442,0,1.0,Laptop & Accessory,0,142.21,4.0,3,Male,Married
1443,0,30.0,Grocery,0,238.72000000000003,8.0,3,Male,Single
1444,0,10.189899366380917,Laptop & Accessory,0,120.41999999999999,2.0,4,Male,Married
1445,1,10.189899366380917,Mobile,1,120.72999999999999,2.0,5,Male,Married
1446,0,5.0,Mobile,0,129.56,0.0,5,Male,Single
1447,1,0.0,Mobile,1,129.26,0.0,1,Female,Single
1448,0,7.0,Laptop & Accessory,0,148.09,10.0,3,Female,Single
1449,0,10.0,Laptop & Accessory,0,151.63,0.0,1,Male,Married
1450,0,30.0,Others,0,288.44,2.0,1,Female,Married
1451,0,23.0,Others,1,281.72,7.0,4,Female,Married
1452,1,0.0,Laptop & Accessory,1,157.44,3.0,3,Male,Single
1453,0,0.0,Mobile,0,128.89,1.0,1,Male,Married
1454,0,0.0,Mobile,0,128.71,0.0,1,Female,Single
1455,0,24.0,Fashion,0,174.84,8.0,5,Female,Single
1456,1,0.0,Laptop & Accessory,1,160.74,6.0,3,Male,Single
1457,0,27.0,Grocery,1,273.28,4.0,1,Female,Single
1458,0,0.0,Mobile,0,127.74000000000001,2.0,3,Male,Married
1459,0,7.0,Laptop & Accessory,0,145.05,0.0,4,Female,Married
1460,0,10.0,Fashion,0,174.28,3.0,1,Male,Single
1461,0,7.0,Fashion,0,216.31,4.543490512868683,5,Female,Single
1462,0,9.0,Fashion,0,197.38,8.0,1,Female,Married
1463,0,9.0,Mobile,0,128.35,0.0,1,Female,Married
1464,0,16.0,Grocery,1,269.59,12.0,1,Male,Married
1465,0,3.0,Mobile,0,126.13,9.0,3,Male,Married
1466,0,6.0,Laptop & Accessory,0,161.46,7.0,4,Male,Married
1467,1,19.0,Mobile Phone,1,149.63,3.0,4,Female,Married
1468,0,24.0,Others,0,295.37,15.0,3,Male,Single
1469,1,0.0,Laptop & Accessory,1,161.72,7.0,3,Male,Married
1470,0,0.0,Mobile,0,123.68,3.0,4,Female,Married
1471,1,20.0,Fashion,0,203.12,6.0,1,Female,Married
1472,1,10.189899366380917,Mobile Phone,1,116.75,0.0,3,Male,Single
1473,0,0.0,Mobile,0,125.22999999999999,1.0,1,Male,Married
1474,0,22.0,Laptop & Accessory,0,165.67,11.0,5,Female,Married
1475,0,16.0,Mobile Phone,0,147.39,2.0,3,Female,Single
1476,0,23.0,Fashion,0,192.08,1.0,1,Female,Single
1477,1,0.0,Laptop & Accessory,1,145.59,2.0,3,Female,Married
1478,0,14.0,Fashion,1,181.89,7.0,3,Male,Married
1479,0,0.0,Mobile,0,129.42,7.0,3,Female,Married
1480,0,9.0,Laptop & Accessory,0,149.41,1.0,4,Male,Married
1481,1,14.0,Fashion,0,206.5,3.0,1,Male,Single
1482,0,12.0,Laptop & Accessory,0,159.02,9.0,3,Female,Married
1483,0,0.0,Laptop & Accessory,0,186.39,2.0,3,Male,Married
1484,0,3.0,Laptop & Accessory,1,163.47,7.0,1,Male,Married
1485,1,0.0,Mobile Phone,0,142.0,4.0,5,Female,Single
1486,0,18.0,Mobile,0,134.52,3.0,1,Male,Single
1487,0,11.0,Laptop & Accessory,1,143.17,2.0,3,Female,Single
1488,0,3.0,Mobile,0,126.32,4.0,3,Female,Single
1489,0,5.0,Laptop & Accessory,0,146.68,7.0,1,Male,Married
1490,0,3.0,Mobile,0,132.04,30.0,5,Female,Married
1491,0,3.0,Mobile,0,127.19999999999999,2.0,1,Male,Single
1492,0,14.0,Grocery,0,271.81,7.0,5,Male,Married
1493,0,10.189899366380917,Mobile,0,122.38,4.0,5,Male,Married
1494,0,10.189899366380917,Mobile Phone,0,114.83000000000001,0.0,4,Female,Single
1495,0,13.0,Laptop & Accessory,0,156.05,13.0,4,Female,Married
1496,0,8.0,Fashion,0,172.95,6.0,4,Male,Married
1497,0,10.189899366380917,Laptop & Accessory,1,123.06,5.0,3,Male,Married
1498,0,18.0,Laptop & Accessory,0,123.47999999999999,15.0,4,Male,Married
1499,0,5.0,Fashion,0,189.98,7.0,1,Female,Single
1500,0,2.0,Laptop & Accessory,0,143.19,9.0,3,Male,Married
1501,0,24.0,Laptop & Accessory,0,161.32,0.0,3,Male,Married
1502,0,30.0,Mobile,1,133.46,0.0,4,Female,Married
1503,0,13.0,Fashion,0,208.55,11.0,1,Male,Married
1504,0,10.189899366380917,Mobile,0,122.31,2.0,3,Female,Married
1505,0,0.0,Mobile,0,123.22999999999999,2.0,1,Male,Married
1506,0,10.189899366380917,Mobile,0,120.24000000000001,2.0,4,Male,Married
1507,0,1.0,Mobile,0,127.13,2.0,1,Male,Married
1508,0,30.0,Fashion,1,194.39,4.0,1,Male,Married
1509,0,0.0,Mobile,1,125.66,1.0,3,Male,Married
1510,0,23.0,Others,0,299.26,4.0,4,Female,Single
1511,0,14.0,Mobile,0,124.50999999999999,8.0,3,Male,Married
1512,0,3.0,Fashion,0,194.19,4.0,1,Female,Married
1513,0,11.0,Laptop & Accessory,0,186.86,7.0,1,Female,Single
1514,0,5.0,Mobile,0,130.38,4.0,3,Male,Single
1515,0,0.0,Mobile,1,130.58,1.0,4,Male,Married
1516,1,0.0,Mobile,0,123.25,0.0,5,Female,Single
1517,0,10.189899366380917,Mobile,0,120.88,2.0,4,Male,Single
1518,0,3.0,Laptop & Accessory,0,130.72,10.0,5,Male,Married
1519,0,18.0,Laptop & Accessory,1,150.06,3.0,5,Female,Married
1520,0,29.0,Mobile Phone,1,142.57,2.0,5,Female,Married
1521,0,6.0,Mobile,0,125.0,2.0,1,Male,Single
1522,1,0.0,Mobile Phone,0,111.02000000000001,0.0,1,Male,Single
1523,0,19.0,Fashion,0,204.53,7.0,5,Female,Married
1524,0,10.189899366380917,Mobile,0,122.88,1.0,1,Female,Single
1525,0,4.0,Mobile Phone,1,139.29,2.0,1,Female,Married
1526,0,10.189899366380917,Mobile,0,123.11000000000001,2.0,4,Female,Single
1527,1,4.0,Mobile,1,131.4,2.0,4,Female,Single
1528,0,23.0,Mobile Phone,0,136.9,2.0,3,Male,Married
1529,0,26.0,Laptop & Accessory,0,144.5,3.0,5,Female,Married
1530,0,6.0,Mobile,0,127.56,6.0,4,Female,Married
1531,0,13.0,Others,0,290.33,9.0,3,Female,Married
1532,0,28.0,Others,0,287.22,15.0,4,Male,Single
1533,0,7.0,Laptop & Accessory,0,195.47,9.0,3,Male,Married
1534,0,24.0,Grocery,0,237.33999999999997,0.0,4,Female,Single
1535,0,25.0,Others,0,299.99,9.0,3,Male,Married
1536,0,10.189899366380917,Mobile,0,122.78999999999999,3.0,4,Female,Single
1537,1,0.0,Laptop & Accessory,1,159.16,1.0,3,Male,Married
1538,0,10.189899366380917,Mobile,0,120.88999999999999,2.0,1,Male,Married
